awardYear,category,dateAwarded,prizeAmount,prizeAmountAdjusted,id,name,motivation
1939,Chemistry,1939-11-09,148822,4789363,200,Leopold Ruzicka,for his work on polymethylenes and higher terpenes
1939,Literature,1939-11-10,148822,4789363,613,Frans Eemil Sillanpää,for his deep understanding of his country's peasantry and the exquisite art with which he has portrayed their way of life and their relationship with Nature
1939,Peace,1939-10-01,148822,4789363,,,
1939,Physics,1939-11-09,148822,4789363,47,Ernest Lawrence,"for the invention and development of the cyclotron and for results obtained with it, especially with regard to artificial radioactive elements"
1939,Physiology or Medicine,1939-10-26,148822,4789363,334,Gerhard Domagk,for the discovery of the antibacterial effects of prontosil
1940,Chemistry,,138570,3977334,,,
1940,Literature,,138570,3977334,,,
1940,Peace,,138570,3977334,,,
1940,Physics,,138570,3977334,,,
1940,Physiology or Medicine,,138570,3977334,,,
1941,Chemistry,,131496,3324970,,,
1941,Literature,,131496,3324970,,,
1941,Peace,,131496,3324970,,,
1941,Physics,,131496,3324970,,,
1941,Physiology or Medicine,,131496,3324970,,,
1942,Chemistry,,131891,3112628,,,
1942,Literature,,131891,3112628,,,
1942,Peace,,131891,3112628,,,
1942,Physics,,131891,3112628,,,
1942,Physiology or Medicine,,131891,3112628,,,
1943,Chemistry,1944-11-09,123691,2855649,201,George de Hevesy,for his work on the use of isotopes as tracers in the study of chemical processes
1943,Literature,,123691,2855649,,,
1943,Peace,,123691,2855649,,,
1943,Physics,1944-11-09,123691,2855649,48,Otto Stern,for his contribution to the development of the molecular ray method and his discovery of the magnetic moment of the proton
1943,Physiology or Medicine,1944-10-26,123691,2855649,335,Henrik Dam,for his discovery of vitamin K
1943,Physiology or Medicine,1944-10-26,123691,2855649,336,Edward A. Doisy,for his discovery of the chemical nature of vitamin K
1944,Chemistry,1945-11-15,121841,2843849,202,Otto Hahn,for his discovery of the fission of heavy nuclei
1944,Literature,1944-11-09,121841,2843849,614,Johannes V. Jensen,"for the rare strength and fertility of his poetic imagination with which is combined an intellectual curiosity of wide scope and a bold, freshly creative style"
1944,Peace,1945-11-12,121841,2843849,482,International Committee of the Red Cross,for the great work it has performed during the war on behalf of humanity
1944,Physics,1944-11-09,121841,2843849,49,Isidor Isaac Rabi,for his resonance method for recording the magnetic properties of atomic nuclei
1944,Physiology or Medicine,1944-10-26,121841,2843849,337,Joseph Erlanger,for their discoveries relating to the highly differentiated functions of single nerve fibres
1944,Physiology or Medicine,1944-10-26,121841,2843849,338,Herbert S. Gasser,for their discoveries relating to the highly differentiated functions of single nerve fibres
1945,Chemistry,1945-11-15,121333,2831992,203,Artturi Virtanen,"for his research and inventions in agricultural and nutrition chemistry, especially for his fodder preservation method"
1945,Literature,1945-11-15,121333,2831992,615,Gabriela Mistral,"for her lyric poetry which, inspired by powerful emotions, has made her name a symbol of the idealistic aspirations of the entire Latin American world"
1945,Peace,1945-11-12,121333,2831992,505,Cordell Hull,for his indefatigable work for international understanding and his pivotal role in establishing the United Nations
1945,Physics,1945-11-15,121333,2831992,50,Wolfgang Pauli,"for the discovery of the Exclusion Principle, also called the Pauli Principle"
1945,Physiology or Medicine,1945-10-25,121333,2831992,339,Sir Alexander Fleming,for the discovery of penicillin and its curative effect in various infectious diseases
1945,Physiology or Medicine,1945-10-25,121333,2831992,340,Ernst B. Chain,for the discovery of penicillin and its curative effect in various infectious diseases
1945,Physiology or Medicine,1945-10-25,121333,2831992,341,Sir Howard Florey,for the discovery of penicillin and its curative effect in various infectious diseases
1946,Chemistry,1946-11-14,121524,2836450,204,James B. Sumner,for his discovery that enzymes can be crystallized
1946,Chemistry,1946-11-14,121524,2836450,205,John H. Northrop,for their preparation of enzymes and virus proteins in a pure form
1946,Chemistry,1946-11-14,121524,2836450,206,Wendell M. Stanley,for their preparation of enzymes and virus proteins in a pure form
1946,Literature,1946-11-14,121524,2836450,617,Hermann Hesse,"for his inspired writings which, while growing in boldness and penetration, exemplify the classical humanitarian ideals and high qualities of style"
1946,Peace,1946-11-14,121524,2836450,506,Emily Greene Balch,for her lifelong work for the cause of peace
1946,Peace,1946-11-14,121524,2836450,507,John R. Mott,for his contribution to the creation of a peace-promoting religious brotherhood across national boundaries
1946,Physics,1946-11-14,121524,2836450,51,Percy W. Bridgman,"for the invention of an apparatus to produce extremely high pressures, and for the discoveries he made therewith in the field of high pressure physics"
1946,Physiology or Medicine,1946-10-31,121524,2836450,342,Hermann J. Muller,for the discovery of the production of mutations by means of X-ray irradiation
1947,Chemistry,1947-11-13,146115,3301577,207,Sir Robert Robinson,"for his investigations on plant products of biological importance, especially the alkaloids"
1947,Literature,1947-11-13,146115,3301577,618,André Gide,"for his comprehensive and artistically significant writings, in which human problems and conditions have been presented with a fearless love of truth and keen psychological insight"
1947,Peace,1947-10-30,146115,3301577,508,Friends Service Council,"for their pioneering work in the international peace movement and compassionate effort to relieve human suffering, thereby promoting the fraternity between nations"
1947,Peace,1947-10-30,146115,3301577,509,American Friends Service Committee,"for their pioneering work in the international peace movement and compassionate effort to relieve human suffering, thereby promoting the fraternity between nations"
1947,Physics,1947-11-13,146115,3301577,52,Edward V. Appleton,for his investigations of the physics of the upper atmosphere especially for the discovery of the so-called Appleton layer
1947,Physiology or Medicine,1947-10-23,146115,3301577,343,Carl Cori,for their discovery of the course of the catalytic conversion of glycogen
1947,Physiology or Medicine,1947-10-23,146115,3301577,344,Gerty Cori,for their discovery of the course of the catalytic conversion of glycogen
1947,Physiology or Medicine,1947-10-23,146115,3301577,345,Bernardo Houssay,for his discovery of the part played by the hormone of the anterior pituitary lobe in the metabolism of sugar
1948,Chemistry,1948-11-04,159773,3462835,208,Arne Tiselius,"for his research on electrophoresis and adsorption analysis, especially for his discoveries concerning the complex nature of the serum proteins"
1948,Literature,1948-11-04,159773,3462835,619,T.S. Eliot,"for his outstanding, pioneer contribution to present-day poetry"
1948,Peace,1948-10-01,159773,3462835,,,
1948,Physics,1948-11-04,159773,3462835,53,Patrick M.S. Blackett,"for his development of the Wilson cloud chamber method, and his discoveries therewith in the fields of nuclear physics and cosmic radiation"
1948,Physiology or Medicine,1948-10-28,159773,3462835,346,Paul Müller,for his discovery of the high efficiency of DDT as a contact poison against several arthropods
1949,Chemistry,1949-11-03,156290,3319600,209,William F. Giauque,"for his contributions in the field of chemical thermodynamics, particularly concerning the behaviour of substances at extremely low temperatures"
1949,Literature,1950-11-10,156290,3319600,620,William Faulkner,for his powerful and artistically unique contribution to the modern American novel
1949,Peace,1949-10-12,156290,3319600,510,Lord Boyd Orr,"for his lifelong effort to conquer hunger and want, thereby helping to remove a major cause of military conflict and war"
1949,Physics,1949-11-03,156290,3319600,54,Hideki Yukawa,for his prediction of the existence of mesons on the basis of theoretical work on nuclear forces
1949,Physiology or Medicine,1949-10-27,156290,3319600,347,Walter Hess,for his discovery of the functional organization of the interbrain as a coordinator of the activities of the internal organs
1949,Physiology or Medicine,1949-10-27,156290,3319600,348,Egas Moniz,for his discovery of the therapeutic value of leucotomy in certain psychoses
1950,Chemistry,1950-11-10,164304,3455264,210,Otto Diels,for their discovery and development of the diene synthesis
1950,Chemistry,1950-11-10,164304,3455264,211,Kurt Alder,for their discovery and development of the diene synthesis
1950,Literature,1950-11-10,164304,3455264,621,Bertrand Russell,in recognition of his varied and significant writings in which he champions humanitarian ideals and freedom of thought
1950,Peace,1950-09-22,164304,3455264,511,Ralph Bunche,for his work as mediator in Palestine in 1948-1949
1950,Physics,1950-11-10,164304,3455264,55,Cecil Powell,for his development of the photographic method of studying nuclear processes and his discoveries regarding mesons made with this method
1950,Physiology or Medicine,1950-10-26,164304,3455264,349,Edward C. Kendall,"for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects"
1950,Physiology or Medicine,1950-10-26,164304,3455264,350,Tadeus Reichstein,"for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects"
1950,Physiology or Medicine,1950-10-26,164304,3455264,351,Philip S. Hench,"for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects"
1951,Chemistry,1951-11-15,167612,3042802,212,Edwin M. McMillan,for their discoveries in the chemistry of the transuranium elements
1951,Chemistry,1951-11-15,167612,3042802,213,Glenn T. Seaborg,for their discoveries in the chemistry of the transuranium elements
1951,Literature,1951-11-15,167612,3042802,622,Pär Lagerkvist,for the artistic vigour and true independence of mind with which he endeavours in his poetry to find answers to the eternal questions confronting mankind
1951,Peace,1951-11-05,167612,3042802,512,Léon Jouhaux,for having devoted his life to the fight against war through the promotion of social justice and brotherhood among men and nations
1951,Physics,1951-11-15,167612,3042802,56,John Cockcroft,for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles
1951,Physics,1951-11-15,167612,3042802,57,Ernest T.S. Walton,for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles
1951,Physiology or Medicine,1951-10-18,167612,3042802,352,Max Theiler,for his discoveries concerning yellow fever and how to combat it
1952,Chemistry,1952-11-06,171135,2884847,214,Archer J.P. Martin,for their invention of partition chromatography
1952,Chemistry,1952-11-06,171135,2884847,215,Richard L.M. Synge,for their invention of partition chromatography
1952,Literature,1952-11-06,171135,2884847,623,François Mauriac,for the deep spiritual insight and the artistic intensity with which he has in his novels penetrated the drama of human life
1952,Peace,1953-10-30,171135,2884847,513,Albert Schweitzer,"for his altruism, reverence for life, and tireless humanitarian work which has helped making the idea of brotherhood between men and nations a living one"
1952,Physics,1952-11-06,171135,2884847,58,Felix Bloch,for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith
1952,Physics,1952-11-06,171135,2884847,59,E. M. Purcell,for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith
1952,Physiology or Medicine,1952-10-23,171135,2884847,353,Selman A. Waksman,"for his discovery of streptomycin, the first antibiotic effective against tuberculosis"
1953,Chemistry,1953-11-04,175293,2908768,216,Hermann Staudinger,for his discoveries in the field of macromolecular chemistry
1953,Literature,1953-10-15,175293,2908768,624,Winston Churchill,for his mastery of historical and biographical description as well as for brilliant oratory in defending exalted human values
1953,Peace,1953-10-30,175293,2908768,514,George C. Marshall,for proposing and supervising the plan for the economic recovery of Europe
1953,Physics,1953-11-04,175293,2908768,60,Frits Zernike,"for his demonstration of the phase contrast method, especially for his invention of the phase contrast microscope"
1953,Physiology or Medicine,1953-10-22,175293,2908768,354,Hans Krebs,for his discovery of the citric acid cycle
1953,Physiology or Medicine,1953-10-22,175293,2908768,355,Fritz Lipmann,for his discovery of co-enzyme A and its importance for intermediary metabolism
1954,Chemistry,1954-11-03,181647,2990839,217,Linus Pauling,for his research into the nature of the chemical bond and its application to the elucidation of the structure of complex substances
1954,Literature,1954-10-28,181647,2990839,625,Ernest Hemingway,"for his mastery of the art of narrative, most recently demonstrated in <I>The Old Man and the Sea,</I> and for the influence that he has exerted on contemporary style"
1954,Peace,1955-11-05,181647,2990839,515,Office of the United Nations High Commissioner for Refugees,for its efforts to heal the wounds of war by providing help and protection to refugees all over the world
1954,Physics,1954-11-03,181647,2990839,61,Max Born,"for his fundamental research in quantum mechanics, especially for his statistical interpretation of the wavefunction"
1954,Physics,1954-11-03,181647,2990839,62,Walther Bothe,for the coincidence method and his discoveries made therewith
1954,Physiology or Medicine,1954-10-21,181647,2990839,356,John F. Enders,for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue
1954,Physiology or Medicine,1954-10-21,181647,2990839,357,Thomas H. Weller,for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue
1954,Physiology or Medicine,1954-10-21,181647,2990839,358,Frederick C. Robbins,for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue
1955,Chemistry,1955-11-02,190214,3037703,218,Vincent du Vigneaud,"for his work on biochemically important sulphur compounds, especially for the first synthesis of a polypeptide hormone"
1955,Literature,1955-10-27,190214,3037703,626,Halldór Laxness,for his vivid epic power which has renewed the great narrative art of Iceland
1955,Peace,,190214,3037703,,,
1955,Physics,1955-11-02,190214,3037703,63,Willis E. Lamb,for his discoveries concerning the fine structure of the hydrogen spectrum
1955,Physics,1955-11-02,190214,3037703,64,Polykarp Kusch,for his precision determination of the magnetic moment of the electron
1955,Physiology or Medicine,1955-10-20,190214,3037703,359,Hugo Theorell,for his discoveries concerning the nature and mode of action of oxidation enzymes
1956,Chemistry,1956-11-01,200123,3057995,219,Sir Cyril Hinshelwood,for their researches into the mechanism of chemical reactions
1956,Chemistry,1956-11-01,200123,3057995,220,Nikolay Semenov,for their researches into the mechanism of chemical reactions
1956,Literature,1956-10-25,200123,3057995,627,Juan Ramón Jiménez,"for his lyrical poetry, which in Spanish language constitutes an example of high spirit and artistical purity"
1956,Peace,,200123,3057995,,,
1956,Physics,1956-11-01,200123,3057995,65,William B. Shockley,for their researches on semiconductors and their discovery of the transistor effect
1956,Physics,1956-11-01,200123,3057995,66,John Bardeen,for their researches on semiconductors and their discovery of the transistor effect
1956,Physics,1956-11-01,200123,3057995,67,Walter H. Brattain,for their researches on semiconductors and their discovery of the transistor effect
1956,Physiology or Medicine,1956-10-18,200123,3057995,360,André F. Cournand,for their discoveries concerning heart catheterization and pathological changes in the circulatory system
1956,Physiology or Medicine,1956-10-18,200123,3057995,361,Werner Forssmann,for their discoveries concerning heart catheterization and pathological changes in the circulatory system
1956,Physiology or Medicine,1956-10-18,200123,3057995,362,Dickinson W. Richards,for their discoveries concerning heart catheterization and pathological changes in the circulatory system
1957,Chemistry,1957-10-31,208629,3056055,221,Lord Todd,for his work on nucleotides and nucleotide co-enzymes
1957,Literature,1957-10-17,208629,3056055,628,Albert Camus,"for his important literary production, which with clear-sighted earnestness illuminates the problems of the human conscience in our times"
1957,Peace,1957-10-03,208629,3056055,516,Lester Bowles Pearson,for his crucial contribution to the deployment of a United Nations Emergency Force in the wake of the Suez Crisis
1957,Physics,1957-10-31,208629,3056055,68,Chen Ning Yang,for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles
1957,Physics,1957-10-31,208629,3056055,69,Tsung-Dao Lee,for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles
1957,Physiology or Medicine,1957-10-24,208629,3056055,363,Daniel Bovet,"for his discoveries relating to synthetic compounds that inhibit the action of certain body substances, and especially their action on the vascular system and the skeletal muscles"
1958,Chemistry,1958-10-28,214559,2998180,222,Frederick Sanger,"for his work on the structure of proteins, especially that of insulin"
1958,Literature,1958-10-28,214559,2998180,629,Boris Pasternak,for his important achievement both in contemporary lyrical poetry and in the field of the great Russian epic tradition
1958,Peace,1958-11-10,214559,2998180,517,Georges Pire,for his efforts to help refugees to leave their camps and return to a life of freedom and dignity
1958,Physics,1958-10-28,214559,2998180,70,Pavel A. Cherenkov,for the discovery and the interpretation of the Cherenkov effect
1958,Physics,1958-10-28,214559,2998180,721,Il´ja M. Frank,for the discovery and the interpretation of the Cherenkov effect
1958,Physics,1958-10-28,214559,2998180,71,Igor Y. Tamm,for the discovery and the interpretation of the Cherenkov effect
1958,Physiology or Medicine,1958-10-30,214559,2998180,364,George Beadle,for their discovery that genes act by regulating definite chemical events
1958,Physiology or Medicine,1958-10-30,214559,2998180,365,Edward Tatum,for their discovery that genes act by regulating definite chemical events
1958,Physiology or Medicine,1958-10-30,214559,2998180,366,Joshua Lederberg,for his discoveries concerning genetic recombination and the organization of the genetic material of bacteria
1959,Chemistry,1959-10-26,220678,3063530,223,Jaroslav Heyrovsky,for his discovery and development of the polarographic methods of analysis
1959,Literature,1959-10-22,220678,3063530,630,Salvatore Quasimodo,"for his lyrical poetry, which with classical fire expresses the tragic experience of life in our own times"
1959,Peace,1959-11-05,220678,3063530,518,Philip Noel-Baker,for his longstanding contribution to the cause of disarmament and peace
1959,Physics,1959-10-26,220678,3063530,72,Emilio Segrè,for their discovery of the antiproton
1959,Physics,1959-10-26,220678,3063530,73,Owen Chamberlain,for their discovery of the antiproton
1959,Physiology or Medicine,1959-10-15,220678,3063530,367,Severo Ochoa,for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid
1959,Physiology or Medicine,1959-10-15,220678,3063530,368,Arthur Kornberg,for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid
1960,Chemistry,1960-11-03,225987,3018845,224,Willard F. Libby,"for his method to use carbon-14 for age determination in archaeology, geology, geophysics, and other branches of science"
1960,Literature,1960-10-26,225987,3018845,631,Saint-John Perse,for the soaring flight and the evocative imagery of his poetry which in a visionary fashion reflects the conditions of our time
1960,Peace,1961-10-23,225987,3018845,519,Albert Lutuli,for his non-violent struggle against apartheid
1960,Physics,1960-11-03,225987,3018845,74,Donald A. Glaser,for the invention of the bubble chamber
1960,Physiology or Medicine,1960-10-20,225987,3018845,369,Sir Frank Macfarlane Burnet,for discovery of acquired immunological tolerance
1960,Physiology or Medicine,1960-10-20,225987,3018845,370,Peter Medawar,for discovery of acquired immunological tolerance
1961,Chemistry,1961-11-02,250233,3260705,225,Melvin Calvin,for his research on the carbon dioxide assimilation in plants
1961,Literature,1961-10-26,250233,3260705,633,Ivo Andrić,for the epic force with which he has traced themes and depicted human destinies drawn from the history of his country
1961,Peace,1961-10-23,250233,3260705,520,Dag Hammarskjöld,"for developing the UN into an effective and constructive international organization, capable of giving life to the principles and aims expressed in the UN Charter"
1961,Physics,1961-11-02,250233,3260705,75,Robert Hofstadter,for his pioneering studies of electron scattering in atomic nuclei and for his thereby achieved discoveries concerning the structure of the nucleons
1961,Physics,1961-11-02,250233,3260705,76,Rudolf Mössbauer,for his researches concerning the resonance absorption of gamma radiation and his discovery in this connection of the effect which bears his name
1961,Physiology or Medicine,1961-10-19,250233,3260705,371,Georg von Békésy,for his discoveries of the physical mechanism of stimulation within the cochlea
1962,Chemistry,1962-11-01,257220,3213737,226,Max F. Perutz,for their studies of the structures of globular proteins
1962,Chemistry,1962-11-01,257220,3213737,227,John C. Kendrew,for their studies of the structures of globular proteins
1962,Literature,1962-10-05,257220,3213737,634,John Steinbeck,"for his realistic and imaginative writings, combining as they do sympathetic humour and keen social perception"
1962,Peace,1963-10-10,257220,3213737,217,Linus Pauling,for his fight against the nuclear arms race between East and West
1962,Physics,1962-11-01,257220,3213737,77,Lev Landau,"for his pioneering theories for condensed matter, especially liquid helium"
1962,Physiology or Medicine,1962-10-18,257220,3213737,372,Francis Crick,for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material
1962,Physiology or Medicine,1962-10-18,257220,3213737,373,James Watson,for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material
1962,Physiology or Medicine,1962-10-18,257220,3213737,374,Maurice Wilkins,for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material
1963,Chemistry,1963-11-05,265000,3216343,228,Karl Ziegler,for their discoveries in the field of the chemistry and technology of high polymers
1963,Chemistry,1963-11-05,265000,3216343,229,Giulio Natta,for their discoveries in the field of the chemistry and technology of high polymers
1963,Literature,1963-10-24,265000,3216343,635,Giorgos Seferis,"for his eminent lyrical writing, inspired by a deep feeling for the Hellenic world of culture"
1963,Peace,1963-10-10,265000,3216343,482,International Committee of the Red Cross,for promoting the principles of the Geneva Convention and cooperation with the UN
1963,Peace,1963-10-10,265000,3216343,523,League of Red Cross Societies,for promoting the principles of the Geneva Convention and cooperation with the UN
1963,Physics,1963-11-05,265000,3216343,78,Eugene Wigner,"for his contributions to the theory of the atomic nucleus and the elementary particles, particularly through the discovery and application of fundamental symmetry principles"
1963,Physics,1963-11-05,265000,3216343,79,Maria Goeppert Mayer,for their discoveries concerning nuclear shell structure
1963,Physics,1963-11-05,265000,3216343,80,J. Hans D. Jensen,for their discoveries concerning nuclear shell structure
1963,Physiology or Medicine,1963-10-17,265000,3216343,375,Sir John Eccles,for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane
1963,Physiology or Medicine,1963-10-17,265000,3216343,376,Alan Hodgkin,for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane
1963,Physiology or Medicine,1963-10-17,265000,3216343,377,Andrew Huxley,for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane
1964,Chemistry,1964-10-29,273000,3203602,230,Dorothy Crowfoot Hodgkin,for her determinations by X-ray techniques of the structures of important biochemical substances
1964,Literature,1964-10-22,273000,3203602,637,Jean-Paul Sartre,"for his work which, rich in ideas and filled with the spirit of freedom and the quest for truth, has exerted a far-reaching influence on our age"
1964,Peace,1964-10-14,273000,3203602,524,Martin Luther King Jr.,for his non-violent struggle for civil rights for the Afro-American population
1964,Physics,1964-10-29,273000,3203602,81,Charles H. Townes,"for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle"
1964,Physics,1964-10-29,273000,3203602,82,Nicolay G. Basov,"for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle"
1964,Physics,1964-10-29,273000,3203602,83,Aleksandr M. Prokhorov,"for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle"
1964,Physiology or Medicine,1964-10-15,273000,3203602,378,Konrad Bloch,for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism
1964,Physiology or Medicine,1964-10-15,273000,3203602,379,Feodor Lynen,for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism
1965,Chemistry,1965-10-21,282000,3152463,231,Robert B. Woodward,for his outstanding achievements in the art of organic synthesis
1965,Literature,1965-10-15,282000,3152463,638,Mikhail Sholokhov,"for the artistic power and integrity with which, in his epic of the Don, he has given expression to a historic phase in the life of the Russian people"
1965,Peace,1965-10-25,282000,3152463,525,United Nations Children's Fund,for its effort to enhance solidarity between nations and reduce the difference between rich and poor states
1965,Physics,1965-10-21,282000,3152463,84,Sin-Itiro Tomonaga,"for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles"
1965,Physics,1965-10-21,282000,3152463,85,Julian Schwinger,"for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles"
1965,Physics,1965-10-21,282000,3152463,86,Richard P. Feynman,"for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles"
1965,Physiology or Medicine,1965-10-14,282000,3152463,380,François Jacob,for their discoveries concerning genetic control of enzyme and virus synthesis
1965,Physiology or Medicine,1965-10-14,282000,3152463,381,André Lwoff,for their discoveries concerning genetic control of enzyme and virus synthesis
1965,Physiology or Medicine,1965-10-14,282000,3152463,382,Jacques Monod,for their discoveries concerning genetic control of enzyme and virus synthesis
1966,Chemistry,1966-11-03,300000,3154455,232,Robert S. Mulliken,for his fundamental work concerning chemical bonds and the electronic structure of molecules by the molecular orbital method
1966,Literature,1966-10-20,300000,3154455,639,Shmuel Agnon,for his profoundly characteristic narrative art with motifs from the life of the Jewish people
1966,Literature,1966-10-20,300000,3154455,640,Nelly Sachs,"for her outstanding lyrical and dramatic writing, which interprets Israel's destiny with touching strength"
1966,Peace,,300000,3154455,,,
1966,Physics,1966-11-03,300000,3154455,87,Alfred Kastler,for the discovery and development of optical methods for studying Hertzian resonances in atoms
1966,Physiology or Medicine,1966-10-13,300000,3154455,383,Peyton Rous,for his discovery of tumour-inducing viruses
1966,Physiology or Medicine,1966-10-13,300000,3154455,384,Charles B. Huggins,for his discoveries concerning hormonal treatment of prostatic cancer
1967,Chemistry,1967-10-30,320000,3221232,233,Manfred Eigen,"for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy"
1967,Chemistry,1967-10-30,320000,3221232,234,Ronald G.W. Norrish,"for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy"
1967,Chemistry,1967-10-30,320000,3221232,235,George Porter,"for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy"
1967,Literature,1967-10-19,320000,3221232,641,Miguel Angel Asturias,"for his vivid literary achievement, deep-rooted in the national traits and traditions of Indian peoples of Latin America"
1967,Peace,,320000,3221232,,,
1967,Physics,1967-10-30,320000,3221232,88,Hans Bethe,"for his contributions to the theory of nuclear reactions, especially his discoveries concerning the energy production in stars"
1967,Physiology or Medicine,1967-10-18,320000,3221232,385,Ragnar Granit,for their discoveries concerning the primary physiological and chemical visual processes in the eye
